Target ID,Title,Live Site Status,QA Result,QA Issue - Content,QA Issue - Appearence,QA Issue - Functionality,Open Access,Primary URL,Other URLs
53921,David Lammy (Labour Party Politician),LIVE,Recrawl Requested,True,False,False,True,http://www.davidlammy.co.uk/,[]
3191,University of Glasgow,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.gla.ac.uk/,[]
20689,UNISON Scotland,LIVE,QA issues found,True,False,True,True,http://www.unison-scotland.org.uk/,['http://www.unison-scotland.org/sitemap_index.xml']
53342,Scotland's Independence Referendum Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.scotlandsindependencereferendumparty.scot/,[]
24657,Daniel Zeichner (Labour Party Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.danielzeichner.co.uk/,[]
4266,Scottish Socialist Party,LIVE,QA issues found,False,False,False,True,http://www.scottishsocialistparty.org/,['https://scottishsocialistparty.org/sitemap_index.xml']
53910,Chris Matheson (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.chrismatheson.co.uk/,[]
23620,Chloe Smith (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,True,True,http://chloesmith.org.uk/,[]
2654,Chi Onwurah (Labour Party Politician),LIVE,Recrawl Requested,False,False,False,True,http://chionwurahmp.com/,[]
12732,Jo Pavey,LIVE,QA issues found,True,False,True,True,http://joannepavey.com/,['http://jopavey.wordpress.com']
24823,Caroline Lucas (Green Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.carolinelucas.com/,[]
28932,Birmingham Green Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://birmingham.greenparty.org.uk/,[]
10701,Bill Etheridge (UK Independence Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.billetheridge.co.uk/,[]
52989,Berwick Green Party,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,https://berwick.greenparty.org.uk/,[]
22209,Anne-Marie Trevelyan (Conservative Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.teamtrevelyan.co.uk/,[]
20993,Alliance Party of Northern Ireland,LIVE,No QA issues found (OK to publish),False,False,False,True,http://allianceparty.org/,['https://allianceparty.org/']
23027,Adam Holloway (Conservative candidate for Gravesham),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.adamholloway.co.uk/,[]
27113,Sunningdale Village Venues,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.sunningdalevillagevenues.co.uk/,[]
3169,Society for Co-operation in Russian and Soviet Studies (SCRSS),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.scrss.org.uk/,[]
55862,Ruth Cadbury (Labour  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.ruthcadbury.org.uk/,[]
2996,"Comunn Gàidhealach, An - Royal National Mod",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.ancomunn.co.uk/,[]
3047,Edinburgh International Film Festival,LIVE,No QA issues found (OK to publish),True,False,True,True,http://www.edfilmfest.org.uk/,[]
21959,"Conversation, The",LIVE,No QA issues found (OK to publish),False,False,False,True,https://theconversation.com/,[]
3173,Sport Wales - Chwaraeon Cymru,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.sportwales.org.uk/,['http://sport.wales/']
18337,Chortle,LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.chortle.co.uk/,[]
16344,Plaid Cymru,LIVE,QA issues found,True,False,False,True,http://www.partyof.wales/,"['http://www.plaid.cymru/', 'http://www.partyofwales.org/', 'http://www.english.plaidcymru.org/']"
13524,"Conversation, The: Glasgow's para-sport legacy must change behaviour as well as attitudes",LIVE,No QA issues found (OK to publish),False,False,False,True,https://theconversation.com/glasgows-para-sport-legacy-must-change-behaviour-as-well-as-attitudes-29861,[]
29542,Oxford Literary Festival,LIVE,No QA issues found (OK to publish),False,False,False,True,http://oxfordliteraryfestival.org/,[]
3185,UK Sport,LIVE,QA issues found,False,False,False,True,http://www.uksport.gov.uk/,[]
29749,Just The Tonic Edinburgh 2015 Blog,LIVE,QA issues found,False,False,False,True,https://justthetonicedinburgh.wordpress.com/,"['https://s0.wp.com/_static/??-eJx9kNFuwyAMRX9ojFZqt71M+5aEuOAUsIWNUP5+ZFPbTdnygi72OTLYNjaOskJWm6rhWD1msZIwwsKFZnD6+/bsRJ7s31rEK4idQXlwV/N12+BjJP8QyHuYqKq5UIzUbMPJw+4MzBfMqMs97MESqKijqb+qU1Yi9hiomXtjz3ZUoNcTD7oSCSYcIELq2J6W+OVmrTH0XWzX8INv3GkzjlxAxPQzYU1GQx+09b7LlutoBybRQhzAii5x9yseMhTsjX/i6n6k9+PpdDgeXt/O5/kTF0jMCQ==', 'https://fonts.googleapis.com/css?family=PT+Serif%3A400%2C400italic%2C700%2C700italic%7COpen+Sans%3A300%2C300italic%2C400%2C400italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic&#038;subset=latin%2Clatin-ext%2Ccyrillic', 'https://s2.wp.com/_static/??-eJx9i90KwjAMRl/IGuZEdyM+S60xZLTJaDL2+lYG/oDs5uN8cA4sU0gqjuJQ5jDlmVgMFr4TukFjj1Rj+dA+me3gf4ZFR1531RhEnZtpb9jqCTVkTdFZ5eeER45ct9KKt6zUkKBZX/cVXculO/an89Afhm58AmU+WvE=', 'https://s0.wp.com/wp-content/mu-plugins/global-print/global-print.css?m=1387483371g', 'https://s0.wp.com/wp-content/themes/h4/global.css?m=1420737423g']"
3010,British Association of Sport and Exercise Sciences (BASES),,No QA issues found (OK to publish),False,False,False,True,http://www.bases.org.uk/,[]
3201,Welsh Rugby Union,LIVE,QA issues found,False,False,False,True,http://www.wru.co.uk/,['http://supporters.wru.co.uk/']
3056,Football Association of Wales,LIVE,QA issues found,False,False,False,True,http://www.faw.org.uk/,[]
29201,Amateur Football Combination (AFC),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.amateurfootballcombination.com/,[]
45322,"National Survey, The",LIVE,QA issues found,False,False,False,True,http://www.survey2016.scot/,"['http://www.survey2016.scot/sitemap.xml', 'http://d3n8a8pro7vhmx.cloudfront.net/themes/57c74ff66ad57516c1000001/attachments/original/1472772927/TNS-Survey_English.pdf?1472772927']"
3014,British Olympic Association,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.teamgb.com/,[]
30137,Hands Up for Trad on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/handsupfortrad/,[]
19900,Young Communist League Scotland on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/yclscotland/,[]
30237,"British Library, The: UK Web Archive Blog",LIVE,No QA issues found (OK to publish),False,False,False,True,http://britishlibrary.typepad.co.uk/webarchive/,[]
13476,Mike Weir (mikeweirsnp) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/mikeweirsnp/,[]
21024,Lindsay McCallum (@mcc_linds) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/mcc_linds/,[]
11931,Kezia Dugdale (kdugdalemsp) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/kdugdalemsp/,[]
11938,James Kelly MSP (JamesKLabMSP) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/JamesKLabMSP/,[]
20397,Charles Kennedy on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/charles_kennedy/,[]
30154,Lorn Leisure and Libraries on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/lornleisureandlibraries/,[]
31031,Largs Gaelic Choir on Facebook,LIVE,"Failed, Do Not Publish",False,False,False,True,https://www.facebook.com/pages/Largs-Gaelic-Choir/164859847036780/,['https://www.facebook.com/Largs-Gaelic-Choir-164859847036780/']
4050,Women for Independence,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.womenforindependence.org/,['http://wfitest.nationbuilder.com/']
36806,Radical Independence Campaign,LIVE,"QA issues, but OK to publish",False,False,False,True,http://radical.scot/,[]
22287,Michael Allan (@DrMikeAllan) on Twitter,LIVE,"Failed, Do Not Publish",False,False,False,True,https://twitter.com/drmikeallan/,[]
45771,5 Style,LIVE,No QA issues found (OK to publish),False,False,False,True,https://5style.com/,"['https://i0.wp.com/5style.com/', 'https://i1.wp.com/5style.com/', 'https://i2.wp.com/5style.com/']"
14519,Crofting Commission / Coimisean na Croitearachd,LIVE,QA issues found,True,False,False,True,http://www.crofting.scotland.gov.uk/,"['http://crofting.scotland.gov.uk/userfiles/', 'http://www.crofting.scotland.gov.uk/sitemap']"
26866,All Back To Bowie's on Twitter,NO_LONGER_UPDATED,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/allbacktobowies/,[]
38668,Robina Barton : Scottish Labour Party Candidate for Shetland,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.shetlandlabour.org.uk/,[]
30972,Atomic Pìseag,LIVE,"QA issues, but OK to publish",False,False,False,True,http://piseag.co.uk/,[]
30998,Còisir Ghàidhlig Ìle | Gàidhlig Ileach,LIVE,QA issues found,False,False,False,True,http://coisirghaidhligile.co.uk/,[]
45662,Alec Finlay,LIVE,No QA issues found (OK to publish),False,False,False,True,http://alecfinlayblog.blogspot.co.uk,[]
54016,Helen Belcher (Liberal Democrat Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,https://challengingjourneys.wordpress.com/,[]
12660,Dr Richard Simpson MSP,LIVE,QA issues found,False,False,False,True,http://richardsimpson.info/,[]
34958,Mike MacKenzie MSP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://mikemackenzie.org/,[]
12654,Margaret McDougall MSP,DEAD,QA issues found,False,False,False,True,http://margaretmcdougallmsp.org/,[]
12637,Jackie Baillie MSP,LIVE,QA issues found,False,False,False,True,http://www.jackiebaillie.co.uk/,['http://labourclp294.nationbuilder.com/themes/1/52545dc31ad07a41c1000002/0/attachments/14494054631431458624/']
34692,John Pentland MSP | Motherwell & Wishaw,DEAD,"QA issues, but OK to publish",False,False,False,True,http://johnpentland.org/,[]
12696,John Finnie MSP,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://johnfinniemsp.org/,[]
34142,Joe FitzPatrick - SNP MSP for Dundee City West.,DEAD,"QA issues, but OK to publish",False,False,False,True,http://joe.fitzpatrick.scot/,[]
12702,Alison Johnstone MSP,DEAD,No QA issues found (OK to publish),False,False,False,True,http://alisonjohnstonemsp.com/,[]
34138,Anne McTaggart MSP,DEAD,"QA issues, but OK to publish",False,False,False,True,http://annemctaggartmsp.com/,[]
32841,Walk for Wallace,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://www.walkforwallace.com/,[]
2926,McGonagall Online,,QA issues found,False,False,False,True,http://www.mcgonagall-online.org.uk/,[]
30470,Voices for the Library,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,http://www.voicesforthelibrary.org.uk/,[]
12606,John Finnie MSP (JohnFinnieMSP) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/JohnFinnieMSP/,[]
4229,Devo Plus,,"QA issues, but OK to publish",False,False,False,True,http://www.devoplus.com/,[]
11935,Iain Gray (IainGrayMSP) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/@IainGrayMSP/,[]
12584,Margaret McDougall (Margmsp) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/Margmsp/,[]
13689,Eilidh Whiteford,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.eilidhwhiteford.info/,[]
12767,On Common Ground,LIVE,"QA issues, but OK to publish",False,False,False,True,http://oncommonground2014.co.uk/,[]
36996,Citizen's Theatre,LIVE,"QA issues, but OK to publish",False,False,False,True,http://citz.co.uk/,[]
13722,"Dave Thompson MSP for Skye, Lochaber and Badenoch (SNP)",LIVE,QA issues found,True,False,False,True,http://www.davethompsonmsp.org/,[]
21771,Sandra Osborne,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://www.sandraosborne.co.uk/,[]
13682,"Gregg McClymont MP | MP for Cumbernauld, Kilsyth and Kirkintilloch East",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.greggmcclymont.com,[]
13853,Michael McCann,LIVE,QA issues found,True,False,False,True,http://www.michaelmccann.org.uk,[]
13680,Cathy Jamieson MP,LIVE,QA issues found,False,False,False,True,http://www.cathyjamieson.com,[]
12270,Yes Clydesdale,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.yesclydesdale.org/,[]
2541,Willie Bain MP,LIVE,"Failed, Pass to Engineer",True,False,True,True,http://www.williebain.com/,[]
13869,Jim Hood MP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.jimhoodmp.org.uk/,[]
13872,Iain McKenzie,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.iainmckenziemp.co.uk/,[]
13676,Ian Davidson MP | Glasgow South West,LIVE,QA issues found,False,False,False,True,http://www.iandavidsonmp.com/,[]
58072,Margaret Mitchell MSP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.margaretmitchellmsp.org/,[]
9534,Liberty GB,LIVE,No QA issues found (OK to publish),False,False,False,True,http://libertygb.org.uk/,[]
9994,Liberty GB (@Liberty_GB) on Twitter,LIVE,"QA issues, but OK to publish",True,False,False,True,https://twitter.com/Liberty_GB/,[]
30999,Islay Gaelic Choir | Isle of Islay,LIVE,No QA issues found (OK to publish),False,False,False,True,http://islaygaelicchoir.co.uk/,[]
13892,East Dunbartonshire Council,LIVE,QA issues found,False,False,False,True,http://www.eastdunbarton.gov.uk/,['https://www.eastdunbarton.gov.uk/sitemap.xml']
14121,Traditional Arts and Culture Scotland: Scotland's Democracy Trail,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tracscotland.org/scottish-storytelling-centre/centre-events/1325/scotlands-democracy-trail,[]
14119,"Language Log: The grammar of ""Better Together""",LIVE,No QA issues found (OK to publish),False,False,False,True,http://languagelog.ldc.upenn.edu/nll/?p=14528,[]
21360,Peter McColl's Blog,LIVE,QA issues found,False,False,False,True,https://petermccoll.wordpress.com/,[]
26987,Dundee SNP,DEAD,"QA issues, but OK to publish",True,False,False,True,http://www.dundeesnp.org/,"['http://dundeesnp.scot/home/feed/', 'http://dundeesnp.scot/blog/']"
30156,Argyll and Bute Council on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/argyllandbutecouncil/,[]
9809,Young Scot,LIVE,"QA issues, but OK to publish",False,False,False,True,http://young.scot/,[]
30183,Hands Up for Trad,LIVE,No QA issues found (OK to publish),False,False,False,True,http://projects.handsupfortrad.scot/handsupfortrad/,[]
30799,Literature Forum Scotland,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.literatureforumscotland.org.uk/,[]
15972,Scotland's Referendum,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.scotreferendum.com/,[]
21389,Highland and Islands Greens,LIVE,"QA issues, but OK to publish",True,False,False,True,http://higreens.org/,[]
2650,Nicky Morgan (Conservative  Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.nickymorgan.org/,[]
14553,Water Industry Commission for Scotland (WICS),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.watercommission.co.uk/,['http://www.watercommission.co.uk/view_Site_Map.aspx']
3195,Visit Scotland,LIVE,QA issues found,False,False,False,True,http://www.visitscotland.com/,['https://www.visitscotland.com/sitemap.xml']
3093,National Galleries Scotland,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.nationalgalleries.org/,['https://www.nationalgalleries.org/sitemap.xml']
14517,Care Inspectorate,LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.careinspectorate.com/,[]
18244,UKIP Wales,LIVE,No QA issues found (OK to publish),False,False,False,True,http://ukip.wales/,['http://www.ukipwales.org.uk/']
16347,Wales Green Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.walesgreenparty.org.uk/,['https://wales.greenparty.org.uk/']
30032,"Association for Scottish Literary Studies, The",LIVE,No QA issues found (OK to publish),False,False,False,True,http://asls.arts.gla.ac.uk/,[]
38802,Women's Equality Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.womensequality.org.uk/,"['http://www.womensequality.org.uk/sitemap_index.xml', 'https://d3n8a8pro7vhmx.cloudfront.net/womensequality/']"
36811,Socialist Party England and Wales,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.socialistparty.org.uk/,[]
36805,Socialist Party NI,LIVE,No QA issues found (OK to publish),False,False,False,True,http://socialistpartyni.net/,[]
20998,Traditional Unionist Voice,LIVE,No QA issues found (OK to publish),False,False,False,True,http://tuv.org.uk/,[]
23573,Sarah Newton (Conservative Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.sarahnewton.org.uk/,[]
24719,Tulip Siddiq (Labour Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tulipsiddiq.com/,[]
53196,Victoria Percival (Green Party candidate for East Lincolnshire),LIVE,No QA issues found (OK to publish),False,False,False,True,http://eastlincsgreenparty.org.uk/candidates.html,[]
30185,Cruinn - Traditional & Contemporary Gaelic Song,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.cruinn.net/,[]
30176,Clì Gàidhlig,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.cli.org.uk/,[]
30120,Clì Gàidhlig on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/cligaidhlig/,[]
16194,#100daystogo on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/hashtag/100daystogo?src=hash,[]
23388,Thangam Debbonaire (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.debbonaire.co.uk/,[]
13558,"Liberal Party, The",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.liberal.org.uk/,[]
53635,Trudy Harrison (Conservative Politician),LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.trudyharrison.co.uk/,[]
24764,Tom Brake (Liberal Democrat Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tombrake.co.uk/,[]
22076,Tim Farron (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://timfarron.co.uk/,[]
5296,Theresa May (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tmay.co.uk/,[]
23128,Thomas Tugendhat (Conservative Politician),LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.tomtugendhat.org.uk/,[]
23538,Steve Double (Conservative Politician),LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.stevedouble.org.uk/,[]
24704,Stephen Barclay (Conservative Politician),LIVE,Recrawl Requested,False,False,False,True,http://stevebarclay.net/,[]
2587,Simon Kirby (Conservative Politician),VANISHED,"QA issues, but OK to publish",True,False,False,True,http://www.simonkirby.org/,[]
53984,Sarah Jones (Labour  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.sarah-jones.org/,[]
52526,Ryan Bate (Liberal Democrats Politician),NO_LONGER_UPDATED,"QA issues, but OK to publish",True,False,False,True,https://ryanbate.org/,[]
22036,Rory Stewart (Conservative  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.rorystewart.co.uk/,[]
23066,Roger Gale (Conservative Politician),LIVE,Recrawl Requested,True,False,True,True,http://www.rogergale.co.uk/,[]
53734,RogansBlog.co.uk (UKIP Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.rogansblog.co.uk/,['http://www.paulrogan.info/']
54260,Paul Farrelly (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://paulfarrelly.com/,[]
13090,Richard Burden (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://richardburden.com/,[]
54261,Owen Meredith (Conservative  Politician),NO_LONGER_UPDATED,"QA issues, but OK to publish",False,False,False,True,http://www.owenmeredith.co.uk/,[]
22155,Nick Brown (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.nickbrownmp.com/,[]
22922,Michael Fallon (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.michaelfallon.org.uk/,[]
24772,Matthew Maxwell Scott (Conservative Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.maxwellscott.com/,[]
22019,Liam Byrne (Labour  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://liambyrne.co.uk/,[]
22928,Kelly Tolhurst (Conservative  Politician),LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.kelly4rochesterandstrood.com/,[]
24695,Jonathan Djanogly (Conservative  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.jonathandjanogly.com/,[]
44212,John McDonnell (Labour  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.john-mcdonnell.net/,[]
53619,Jamie Whitham (Green Party  Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,http://jamie4readingwest.uk/,[]
52435,James Wright (Liberal Democrats  Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,https://jameswrightld.org.uk/en/,[]
53306,Geoff Garbett (Green Party  Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,https://southwest.greenparty.org.uk/news/2017/05/12/green-party-selects-geoff-garbett-for-camborne-and-redruth/,[]
52512,Elaine Bagshaw (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.elainebagshaw.co.uk/,[]
53599,Ed Targett (Green Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,https://greentargett.com/,[]
21138,Catherine West (@CatherineWest1) on Twitter (Labour  Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://catherinewest-labourclp97.nationbuilder.com/,['http://www.catherinewest.org.uk/']
2040,Gavin Shuker MP,LIVE,"Failed, Do Not Publish",True,False,False,True,http://gavinshuker.org/,[]
3091,National Assembly for Wales,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.assembly.wales/,"['http://www.assemblywales.org/', 'http://www.senedd.assembly.wales/', 'http://www.cynulliad.cymru']"
32011,"Scottish Register of Tartans, The",LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.tartanregister.gov.uk/,[]
31842,Children and Young People's Commissioner Scotland,LIVE,No QA issues found (OK to publish),False,False,False,True,https://www.cypcs.org.uk/,['https://www.cypcs.org.uk/sitemap']
31773,Healthier Scotland,VANISHED,"QA issues, but OK to publish",True,False,False,True,https://healthier.scot/,[]
31169,Creating a Fairer Scotland,LIVE,"QA issues, but OK to publish",False,False,False,True,http://fairer.scot/,[]
29557,YouthLink Scotland,LIVE,QA issues found,False,False,True,True,https://www.youthlinkscotland.org/,['https://www.youthlinkscotland.org/xml-sitemap/']
16748,Scottish Families Information Services,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.scottishfamilies.gov.uk/,[]
16030,Golden Jubilee National Hospital,LIVE,QA issues found,True,False,False,True,http://www.nhsgoldenjubilee.co.uk/,['http://www.nhsgoldenjubilee.co.uk/accessibility/site-map/']
15989,NHS Western Isles,LIVE,QA issues found,True,False,False,True,http://www.wihb.scot.nhs.uk/,['http://www.wihb.scot.nhs.uk/sitemap/']
15988,NHS Shetland,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.shb.scot.nhs.uk/,[]
7390,NHS Tayside,,"QA issues, but OK to publish",True,False,True,True,http://www.nhstayside.scot.nhs.uk/index.htm,"['http://www.nhstayside.scot.nhs.uk/SiteMap/index.htm', 'http://www.nhstayside.scot.nhs.uk/Publications/']"
15984,NHS Highland,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.nhshighland.scot.nhs.uk/Pages/welcome.aspx,[]
15980,NHS Fife,LIVE,"QA issues, but OK to publish",True,False,False,True,https://www.nhsfife.org/nhs/index.cfm,"['https://www.nhsfife.org/nhs/index.cfm?fuseaction=nhs.sitemap', 'https://spark.adobe.com/page/uMjQcWlhCLgBM/']"
53301,Who Can I Vote For?: UK Political Parties,LIVE,No QA issues found (OK to publish),False,False,False,True,https://whocanivotefor.co.uk/parties/,[]
15950,"Drinking Water Quality Regulator for Scotland, The (DWQR)",LIVE,QA issues found,False,False,False,True,http://www.dwqr.org.uk/,[]
15948,Audit Scotland,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.audit-scotland.gov.uk/,['http://www.audit-scotland.gov.uk/sitemap.xml']
9611,Scottish Public Services Ombudsman (SPSO),,"QA issues, but OK to publish",False,False,False,True,https://www.spso.org.uk/,['https://www.spso.org.uk/sitemap']
9610,Valuing Complaints,,"QA issues, but OK to publish",False,False,False,True,http://www.valuingcomplaints.org.uk/,[]
15946,Scottish Information Commissioner - Your guide to the Freedom of Information (Scotland) Act,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.itspublicknowledge.info/home/ScottishInformationCommissioner.aspx,['http://www.itspublicknowledge.info/sitemap.xml']
15944,Scotland’s Commissioner for Children and Young People,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.sccyp.org.uk/,[]
15943,Commissioner for Ethical Standards in Public Life in Scotland,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.ethicalstandards.org.uk/,[]
16725,Scottish Housing Regulator,LIVE,QA issues found,True,False,False,True,https://www.scottishhousingregulator.gov.uk/,['https://www.scottishhousingregulator.gov.uk/sitemap.xml']
3146,Scottish Courts,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.scotcourts.gov.uk/,['http://www.scotcourts.gov.uk/sitemap']
53544,Liverpool Green Party General Election 2017 candidates,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,https://liverpool.greenparty.org.uk/ge-2017.html/,[]
15895,Scottish Public Pensions Agency (SPPA),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.sppa.gov.uk/,['http://www.sppa.gov.uk/index.php?option=com_xmap&sitemap=1&Itemid=703']
3161,Scottish Prison Service,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.sps.gov.uk/,['http://www.sps.gov.uk/sitemap.aspx']
56574,Historic Environment Scotland Portal,LIVE,"QA issues, but OK to publish",False,False,False,True,http://portal.historicenvironment.scot/,['https://inspire.hes.scot/']
3067,Historic Scotland,DEAD,No QA issues found (OK to publish),True,False,False,True,http://www.historic-scotland.gov.uk/,[]
3050,Education Scotland,LIVE,QA issues found,True,False,False,True,http://www.educationscotland.gov.uk/,[]
14591,"Lands Tribunal for Scotland, The",LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.lands-tribunal-scotland.org.uk/,['http://www.lands-tribunal-scotland.org.uk/sitemap.xml']
14589,"Scottish Law Commission, The",LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.scotlawcom.gov.uk/,['https://www.scotlawcom.gov.uk/sitemap.xml']
14588,"Local Government Boundary Commission for Scotland, The",LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.lgbc-scotland.gov.uk/,"['http://www.lgbc-scotland.gov.uk/sitemap.asp', 'https://bcs-lgbcs.maps.arcgis.com/apps/PublicInformation/index.html?appid=06bdcd2bb3924378ba0fd1914320c0aa']"
14587,"Judicial Appointments Board for Scotland, The",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.judicialappointmentsscotland.org.uk,[]
14551,Scottish Social Services Council (SSSC),LIVE,QA issues found,True,False,True,True,http://www.sssc.uk.com,['http://www.sssc.uk.com/site-map']
14550,Scottish Qualifications Authority (SQA),,QA issues found,False,False,True,True,http://www.sqa.org.uk/,['http://www.sqa.org.uk/sitemap.xml.gz']
14546,Scottish Legal Complaints Commission (SLCC),LIVE,No QA issues found (OK to publish),False,False,False,True,https://www.scottishlegalcomplaints.org.uk/,['https://www.scottishlegalcomplaints.org.uk/sitemap.aspx']
